Nom;Prénom;Autres_formes_du_Nom;Naissance;Mort;Genre;Ville;Rue;Indication;Enseigne;Note;Informations;Lien_IdRef;Ids;ISNI;Liste_Identifiants;Identifiant_BnF
Lerrein;François;;;;M;Paris;;près le collège dArras.;;;;;http://isni.org/isni/0000000079272498;isni:0000000079272498;;
Lerrein;Nicolas;;;;M;Paris;;près le collège dArras.;;;;;http://isni.org/isni/0000000079624916;isni:0000000079624916;;
Lesselin;Alexandre;;;;M;Paris;rue de la Barillerie;proche la grande porte du Palais, au coin de la rue de la Calandre;A la fontaine des Pastoureaux.;;"Apprenti puis gendre du libraire-relieur Louis I Frémery. Libraire en 1644, il est reçu imprimeur en 1656. Doit fermer son atelier en 1667 sur décision du Conseil de police du 17 fév,Paris : 1644-1667 ; Rue Saint-Jean-de-Beauvais ; Rue de la (Vieille-) Bouclerie (, près le pont Saint-Michel ; proche la grand-porte du Palais, au coin de la rue de Calandre) ; Au coin de la rue Dauphine, devant le Pont-Neuf - Au Cheval Pégase - À la Fontaine des Pastoureaux";http://www.idref.fr/032075812/id;http://isni.org/isni/0000000110444682;isni:0000000110444682;http://data.bnf.fr/ark:/12148/cb123175247#foaf:Person,http://isni.org/isni/0000000110444682,http://viaf.org/viaf/22210028;12317524
Loizel;Jean;;;;M;;;;;;;;;;;
Lombard;Pierre;;;;M;Paris;;au mont Saint-Hilaire;;;;;http://isni.org/isni/0000000121014696;isni:0000000121014696;;
Lormeau;Laurens;;;;M;Paris;rue Saint-Jacques;devant Saint-Benoît;A la croix dor;;;;http://isni.org/isni/0000000078043669;isni:0000000078043669;;
Loyson;Guillaume;Loison, Guillaume;;1651;M;Paris;cour de Saint-Jean-de-Latran;au Palais;à la Salamandre - au Nom de Jésus;;"Adresse(s) : Paris : 1617?-1651 ; Au Palais, en (ou : au milieu de) la galerie des Prisonniers (, près la Chancellerie) ; Au Portique du Palais ; (En la ; Dans la) Cour de Saint-Jean-de-Latran - À la Salamandre - Au Nom de Jésus,Devise(s) : Nous brûlons le monde, en brûlant je vis, cest pour le conserver. - Splendor summus haud intuendus. - Te annuente fruemur bonis,Libraire. - Gendre (avril 1614) du libraire parisien Claude de Monstr?il et probablement établi au Palais dès 1614. Reçu maître en 1618, on trouve déjà une éd. sous son nom en 1617. Décédé avant le 18 août 1651 (veuve attestée)";http://www.idref.fr/034072543/id;http://isni.org/isni/0000000006911746;isni:0000000006911746;http://isni.org/isni/0000000006911746,http://data.bnf.fr/ark:/12148/cb12486572g#foaf:Person,http://viaf.org/viaf/17325391;12486572
Loyson;Jean-Baptiste;Loison, Jean-Baptiste,Loyson I, Jean-Baptiste;;1694;M;Paris;rue Saint-Jacques;près la Poste;;;"Adresse(s) : Paris (1638?-1694), Rue Saint-Jacques, près la Poste 1640 ; Au Palais, en la salle Dauphine 1648-1649 ; Au Palais, sur le Perron royal, près la porte de la Grande Salle 1652 ; Près la Sainte-Chapelle, à lentrée de la petite salle des Merciers 1654 ; Rue Saint-Jacques (, près la Poste) 1659-1662 ; Au Palais, devant la Sainte-Chapelle 1663 ; À lentrée de la grande salle du Palais, du côté de Saint-Barthélemy 1665 ; Dans la grande salle du Palais 1668. - Au cinquième pilier de la grande salle du Palais 1669-1670 ; Au Palais, (dans la salle des Merciers ; à lentrée de la salle des Merciers) proche (ou : devant) la Sainte-Chapelle 1672-1676 ;À la Croix dor 1640 ; À la Croix royale 1659-1662 ; À la Croix dor 1665-1676,Libraire. - Fils aîné du libraire parisien Guillaume Loyson. Reçu maître le 20 oct. 1639, il exerce dès 1638. Saisie de contrefaçons dans sa boutique de la salle Dauphine du Palais le 3 mars 1648. Père du libraire Henri Loyson, reçu en oct. 1664. En procès avec Damien Foucault et les héritiers de Pierre Rocollet en fév. 1666 - janv. 1667 pour contrefaçon de livres déglise à lusage de Paris et de Rome dont ils détenaient le privilège. Encore en activité en 1694, il ne figure plus sur la liste établie pour la capitation en 1695 ni sur la liste professionnelle de 1697";http://www.idref.fr/061291285/id;http://isni.org/isni/0000000004958516;isni:0000000004958516;http://viaf.org/viaf/27364293,http://isni.org/isni/0000000004958516;
Lozet;Thomas;;;;M;Paris;rue des Carmes;;A larbre de vie;;"Reçu maître le 10 nov. 1639. Publie notamment des mazarinades. Encore en activité en mai 1650.- Paris, 1639-1650. - Adresses : rue des Carmes, A larbre de vie 1639 ; rue des Amandiers, Aux deux dauphins 1640-1641 ; Sur le Pont-au-Change, à lEscu de France 1650 . - Veuve attestée en novembre 1652";http://www.idref.fr/076434613/id;http://isni.org/isni/0000000068219536;isni:0000000068219536;http://viaf.org/viaf/95356632,http://isni.org/isni/0000000068219536;
Lozet;Veuve de Thomas;Loizet, Veuve de Thomas,Loset, Veuve de Thomas;;1652-11;F;Paris;;en la grande salle du Palais , devant la chapelle.;;;Paris,Nom patronymique : Simone Balbie ou Françoise Bigault. - Imprimeur-libraire. - Succède à son mari limprimeur-libraire parisien Thomas Lozet, décédé en 1650 ou 1651. Publie des mazarinades. Sépulture le 25 nov. 1652 à Paris, paroisse Saint-Étienne-du-Mont;http://www.idref.fr/241296188/id;http://isni.org/isni/0000000075133052;isni:0000000075133052;http://isni.org/isni/0000000075133052,http://data.bnf.fr/ark:/12148/cb161739197#foaf:Person,http://viaf.org/viaf/103682647;16173919
LAngevin;Antoine;;;;M;;;;;;;;http://viaf.org/viaf/120197913;viaf:120197913;;
LHoste;Jean;;;;M;;;;;;;;;;;
Macé;Nicolas;;;;M;Paris;;au mont Saint-Hilaire.;;;Imprimeur,Paris, 17e s. Mont saint Hilaire;http://www.idref.fr/241670837/id;http://viaf.org/viaf/78158124955414930896;viaf:78158124955414930896;http://viaf.org/viaf/78158124955414930896;
Malaize;François;;;;M;Paris;;au mont Saint-Hilaire.;;;;;http://isni.org/isni/0000000077171343;isni:0000000077171343;;
Mallard;Julien;;;;M;Paris;;au Puits-Certain.;;;;;http://viaf.org/viaf/120177787;viaf:120177787;;
Marette;Claude;;;1649;M;Paris;rue des Lavandières;près la place Maubert et au cinquième pilier de la grande salle du Palais;;;"Imprimeur-libraire,Paris, 1607-1649. Rue Galande, aux écoles de Picardie, près la place Maubert (1627-1629); rue des Carmes, au Nom de Jésus (1643); rue des Lavandières, près la place Maubert, aux Trois coeurs (1649); au 5e pilier de la grande salle du Palais (1649). Un extrait des registres du Parlement du 31 août 1651 le note sur la liste des colporteurs autorisés au Chatelêt (BnF Ms F. Fr. 22115, n°48).";http://www.idref.fr/069093946/id;http://isni.org/isni/0000000069630941;isni:0000000069630941;http://isni.org/isni/0000000069630941,http://viaf.org/viaf/95348938;
Marette;Veuve de  Claude;Maret, Veuve de Claude (imprimeur-libraire);;;F;Paris;rue des Lavandières;près la place Maubert;aux Trois Coeurs;;Lieu dactivité : Paris. Dates dactivité : 1651?-1652. Adresse : Rue des Lavandières (, près la place Maubert). Adresse : Au Palais (, au cinquième pilier de la Grande Salle). Enseigne : Aux Trois Cœurs,Nom patronymique : Geneviève Marguillier. - Succède à son mari limprimeur-libraire parisien Claude Marette, décédé en 1651 ou peu après;http://www.idref.fr/202453642/id;http://isni.org/isni/0000000077130621;isni:0000000077130621;http://isni.org/isni/0000000077130621,http://data.bnf.fr/ark:/12148/cb161818488#foaf:Person,http://viaf.org/viaf/107069350;16181848
Margut;Pierre;;;;M;;;;;successeur de Lacarrière;;;;;;
Martin;Jean;;;;M;;;;;imprimeur du roi;;;;;;
Martin;Sébastien;Martin, Sebastianus (imprimeur-libraire),Martin, Sébastien (imprimeur-libraire);;1681-08-11;M;Paris;rue Saint-Jean de Latran;près le collège royal, devant Saint-Benoît;;;"Paris, 1646-1681. Adresses : rue Saint-Jacques à lenseigne Saint-Jean lévangéliste, devant les Mathurins ; rue Saint-Jean-de-Latran, près le Collège royal (, devant Saint-Benoît) ; rue dEcosse, au Mont Saint-Hilaire (à Saint-Jean lévangéliste) (en 1657) ; rue Saint-Jean-de-Beauvais, à Saint-Jean lévangéliste,Imprimeur-libraire";http://www.idref.fr/073757535/id;http://isni.org/isni/0000000120985669;isni:0000000120985669;http://isni.org/isni/0000000120985669,http://viaf.org/viaf/251533036,http://data.bnf.fr/ark:/12148/cb14629551m#foaf:Person;
Matias;Antoine;;;;M;;;;;;;;;;;
Maucroy;Étienne;Maucroix, Étienne;;1679;M;Paris;rue de la Harpe;vis-à-vis des Mathurins;;Mariage en 1640 avec Louise Pépingué (fille de limprimeur Théodore Pépingué). Etienne Maucroy sassocie en 1640 avec Théodore Pépingué pour une durée de 6 ans minimum. Limprimerie de Th. Pépingué est alors évalué à 1.000 livres (Archives nationales, MC/ET/CV/782).;"Imprimeur-libraire. Reçu maître en avril 1646. Veuve attestée en mars 1679,Paris : 1646-1679? ; Rue de la Harpe (, vis-à-vis la rue des Mathurins ; proche la Croix de fer) ; Rue du Foin, proche la rue de la Harpe - À la Pomme de pin - Au Miroir,A travaillé en association avec son beau-père Théodore Pépingué puis avec la veuve de celui-ci jusquen 1652 au moins";http://www.idref.fr/032566891/id;http://isni.org/isni/0000000108959687;isni:0000000108959687;http://isni.org/isni/0000000108959687,http://data.bnf.fr/ark:/12148/cb123572216#foaf:Person,http://viaf.org/viaf/46837070;12357221
Maury;Martin;;;;M;Paris;;au mont Saint-Hilaire;;;;;http://viaf.org/viaf/107069880;viaf:107069880;;
Mesnier;Antoine;;;;M;Poitiers;;;;imprimeur du roi;;;http://isni.org/isni/0000000010707000;isni:0000000010707000;;
Mettayer;Michel;Metayer, Michel (imprimeur-libraire);;;M;Paris;rue de la Huchette;"attenant à lenseigne de la Bastille, vis-à-vis lY grec ; attenant à la Croix blanche, vis-à-vis la Fleur de lys";au cygne;;"Saint-Germain-en-Laye : 1649,(Premier) imprimeur (et libraire) ordinaire (et extraordinaire) du Roi (1647-1668). Sans lien de parenté connu avec Jamet et Pierre Mettayer. Dabord établi à Sens, de 1640 à 1643 au moins, il est attesté à Paris dès 1647. Par un arrêt du Conseil du 21 mars 1661, il lui est fait défense, ainsi quà 7 autres, de se prévaloir du titre dimprimeur ordinaire du Roi ; il continue pourtant de le faire figurer en tête de ses publications jusquen 1668 au moins,Paris : 1647-1668 ; En lîle Notre-Dame (, proche le pont Marie ; sur le pont Marie) ; Rue de la Huchette (, attenant à lenseigne de la Bastille, vis-à-vis lY grec ; attenant à la Croix blanche, vis-à-vis la Fleur de lys) - À lImage Saint Jean - Au Cygne - À la Coupe - À la Croix blanche - À lenseigne du Temple - À lenseigne de la Bastille,Sens : 1640-1643";http://www.idref.fr/069271291/id;http://isni.org/isni/0000000366954336;isni:0000000366954336;http://isni.org/isni/0000000366954336,http://data.bnf.fr/ark:/12148/cb13522430c#foaf:Person,http://viaf.org/viaf/231340762;13522430
Meturas;Gaspard;Meturas I, Gaspard (15..-168.?),Maturas, Gaspard (libraire),Methuras, Gaspard (libraire);;;M;Paris;rue Saint-Jacques;près les Mathurins;à la Trinité;;"Paris : 1610-1680? ; Rue Saint-Jacques (, près (ou : proche) les (RR. PP.) Mathurins) - À (lenseigne de) la (Très-Sainte) Trinité,Associé à partir de 1662 à son fils Gaspard II Meturas, qui lui succède,Libraire. Commence à exercer dès 1610, mais nest recu maître quen sept. 1619";http://www.idref.fr/068662858/id;http://isni.org/isni/0000000107160371;isni:0000000107160371;http://data.bnf.fr/ark:/12148/cb122298148#foaf:Person,http://viaf.org/viaf/159915208,http://isni.org/isni/0000000107160371;12229814
Millanges;Guillaume;;1602;1649;M;Bordeaux;;;;;"Imprimeur du roi à Bordeaux,Bordeaux : 1620-1649 ; Bazas : 1630,En 1625, succède à son frère Jacques, mais on trouve un livre avec son adresse dès 1620. Avait chaque année un contrat avec les jésuites pour limpression des livres de classe";http://www.idref.fr/080849792/id;http://isni.org/isni/0000000078043829;isni:0000000078043829;http://isni.org/isni/0000000078043829,http://viaf.org/viaf/120180579;
Millanges;Michel;;;;M;;;;;;;;;;;
Mirville (de);Pierre;;;;M;;;;;;;;;;;
Misère en Calamité.;;;;;M;;;;;;;;;;;
Mongiron Millanges;Jacques;Millanges, Jacques Mongiron;1618;1695;M;Bordeaux;;;;;"Imprimeur ordinaire du roi et de la ville de Bordeaux. Successeur de Guillaume Millanges à partir de 1649.Imprime de nombreuses Mazarinades,Bordeaux : 1649-1692 ; La réole : 1680-1689";http://www.idref.fr/076535215/id;http://isni.org/isni/0000000121390552;isni:0000000121390552;http://data.bnf.fr/ark:/12148/cb15122661s#foaf:Person,http://isni.org/isni/0000000121390552,http://viaf.org/viaf/71693422;
Montagne (de la);Simon;;;;M;;;;;;;;;;;
Moreau;André;;;;M;;;;;;;;;;;
Morlot;Claude;;1579;;M;Paris;rue de la Bûcherie;vis-à-vis la rue Saint-Julien-le-Pauvre;aux vieilles étuves;;"Enseignes : à la Sirène ; au Soleil ; au Lion dargent,Adresses : rue Saint-Jacques ; rue Galande (1619) ; rue des Amandiers (1622-1629) ; rue Bordelle, au collège de Tournai ; en la ruelle, devant la petite porte de Saint-Séverin (1635-1637). - Rue des Sept-Voies, proche Saint-Hilaire (1639) ; rue du Petit-Pont (1640) ; au coin de la Rue de la Bûcherie, vis-à-vis la rue Saint-Julien-le-Pauvre, Aux Vieilles Étuves(1644-1649),Imprimeur-libraire. Natif de Blaise-sous-Arzillières (Marne). En apprentissage à partir du 11 juin 1605 chez limprimeur-libraire parisien Martin II Vérard. Reçu maître le 4 oct. 1618. Attesté lors de lenquête de 1644. Imprimeur de nombreuses mazarinades, il est arrêté le 17 juillet 1649 (il se dit âgé de 70 ans ou environ lors de son interrogatoire au Châtelet). Le parlement de Paris le condamne à être pendu dès le 20 juillet, pour avoir imprimé La Custode de la Reine, libelle dirigé contre Anne dAutriche, et plusieurs autres pamphlets. Conduit au supplice, il est libéré par des émeutiers qui selon les témoignages seraient des garçons libraires et imprimeurs, des gens de boutique du quartier ou des portefaix et crocheteurs. Évadé, il est repris et réincarcéré au Châtelet avant le 21 août 1650 (date dune lettre de Michel Le Tellier au cardinal Mazarin, archives du ministère des Affaires étrangères, Mémoires et documents, 871, fol. 382). On perd ensuite sa trace";http://www.idref.fr/068986009/id;http://isni.org/isni/0000000063027789;isni:0000000063027789;http://viaf.org/viaf/73537902,http://isni.org/isni/0000000063027789;
Musnier;François;Meusnier, François (libraire);;;M;Paris;;au mont Saint-Hilaire, près le Puits-Certain;;;Paris, 1612-1649. Adresse : au mont Saint-Hilaire, proche le Puits Certain,Libraire et relieur;http://www.idref.fr/074286080/id;http://isni.org/isni/0000000140388204;isni:0000000140388204;http://data.bnf.fr/ark:/12148/cb15923267c#foaf:Person,http://isni.org/isni/0000000140388204,http://viaf.org/viaf/210046826;
Musnier;Jean;;;;M;Paris;;au mont Saint-Hilaire, proche le Puits-Certain;;;;;http://isni.org/isni/0000000459823861;isni:0000000459823861;;
Musnier;Veuve dAndré;;;;F;Paris;rue du Meurier;près Sainct Nicolas du Chardonnet;;;Née Jeanne Pasquier. Succède à son mari en 1648. Arrêtée le 20 mai 1649 pour avoir imprimé des mazarinades, elle est condamnée à être bannie de Paris pour cinq ans et frappée dune amende de 24 livres,Paris, 1648-1649. Au mont Saint-Hilaire, en la cour dAlbret,Imprimeur-libraire,Paris : 1651. Rue du Meurier, près Sainct Nicolas du Chardonnet;http://www.idref.fr/069025231/id;http://isni.org/isni/0000000011194155;isni:0000000011194155;http://isni.org/isni/0000000011194155,http://viaf.org/viaf/17561572;
Mérault;Jean;;;;M;;;;;;;;;;;
N. D., dit Gassion.;;;;;M;;;;;;;;http://viaf.org/viaf/120180197;viaf:120180197;;
Ninain;Laurens;;;;M;;;;;;;;;;;
Niot;J.;;;;M;;;;;;;;;;;
Noël;François;;;;M;Paris;rue Saint-Jacques;;aux colonnes dHercule;;;;http://isni.org/isni/0000000506791357;isni:0000000506791357;;
Othot;Guillaume;;;;M;;;;;imprimeur du roi;;;;;;
Oudot;Jean;;;;M;Tours;;;;imprimeur du roi;;;http://viaf.org/viaf/222464641;viaf:222464641;;
Papillion;Jacques;Papillion, Iacques;;;M;Paris;rue Saint-Jean de Beauvais;;à la Pomme de Pin;;Libraire actif en 1652. Adresse : rue Saint Jean de Beauvais, à la Pomme de Pin.;http://www.idref.fr/223430676/id;http://viaf.org/viaf/111151836539820400449;viaf:111151836539820400449;http://viaf.org/viaf/111151836539820400449;
Paris;Maria;;;;M;;;;;imprimeur du roi et de monseigneur le révérend évêque dOrléans, et de la nation germanique, près S. Liphard;;;FRBNF17146624;IL:FRBNF17146624;;
Paslé;Jean;;;;M;Paris;rue Saint-Jacques;au Palais, à lentrée de la salle Dauphine;à la Pomme dor;;"Libraire,Paris, 1638?-1658?. Adresses: rue Saint-Jacques, à la Pomme dor, vis-à-vis saint-Séverin; au Palais, à lentrée de la salle Dauphine, à la Pomme dor couronnée";http://www.idref.fr/07373635X/id;http://isni.org/isni/0000000076651249;isni:0000000076651249;http://isni.org/isni/0000000076651249,http://data.bnf.fr/ark:/12148/cb161712759#foaf:Person,http://viaf.org/viaf/103672549;
Pelé;Denis;Pellé, Denis;;1680;M;Paris;rue de la Vieille-Bouclerie;proche le carrefour de la rue de la Harpe;;;"Imprimeur-libraire. Reçu maître en fév. 1650. Encore en activité en mars 1679,Paris : 1650-1680? ; Rue de la Vieille-Bouclerie (, proche le carrefour de la rue de la Harpe) - Au Gros Tournois - À la Ville de Poitiers";http://www.idref.fr/03099411X/id;http://isni.org/isni/0000000000278564;isni:0000000000278564;http://data.bnf.fr/ark:/12148/cb12229893d#foaf:Person,http://isni.org/isni/0000000000278564,http://viaf.org/viaf/49277907;12229893
Perier;Antoine;;;;M;Paris;rue des Noyers;;;;;;http://viaf.org/viaf/107611531;viaf:107611531;;
Personne;;;;;M;;;;;;;;;;;
Pillon;Nicolas;;;;M;;;;;;;;;;;
Poirier;Jean;;;;M;;;;;;;;;;;
Polletier, Poulletier, Le Poultier;Noël;;;;M;Paris;;au mont Saint-Hilaire;;;;;http://isni.org/isni/0000000079149967;isni:0000000079149967;;
Porteur (Le);François;;;;M;;;;;;;;http://isni.org/isni/0000000077171685;isni:0000000077171685;;
Postel;Louis;;;;M;;;;;;;;;;;
Potet;Jean;;;;M;;;;;;;;;;;
Pousset;Francois;;;;M;Paris;rue des Amandiers;devant le collège des Grassins;;;"Fils du libraire-relieur Adam Pousset,Paris : 1647-1652? ; Rue des Amandiers, devant le collège des Grassins ; Au Mont Saint-Hilaire";http://www.idref.fr/031007740/id;http://isni.org/isni/0000000000278724;isni:0000000000278724;http://isni.org/isni/0000000000278724,http://data.bnf.fr/ark:/12148/cb122309106#foaf:Person,http://viaf.org/viaf/49278134;12230910
Pousset;Louis;;;;M;Paris;rue dÉcosse;près Saint-Hilaire;;;"Paris : 1644-1652? ; Rue dÉcosse, près Saint-Hilaire (ou : Au Mont Saint-Hilaire),Fils aîné dAdam Pousset ; reçu maître le 30 juin 1644";http://www.idref.fr/031115853/id;http://isni.org/isni/0000000000174394;isni:0000000000174394;http://data.bnf.fr/ark:/12148/cb122393770#foaf:Person,http://isni.org/isni/0000000000174394,http://viaf.org/viaf/9903250;12239377
Preuveray;François;Preuveré, François,Preveray, François,Preveré, François;;1674-08-17;M;Paris;grande rue de la Brettonerie;proche la porte Saint-Jacques;au croissant dargent;;"Adresse : Paris : 1639?-1667?. - Grande Rue de la Bretonnerie, près (ou : proche) la porte Saint-Jacques 1643-1649. - Rue Saint-Jacques, proche la Porte 1649-1667. - Enseigne(s) : Au Croissant dargent 1649-1667,Imprimeur-libraire ; imprimeur ordinaire de monseigneur le prince de Condé (1651-1652). - Entré en apprentissage avant 1607, il commence à exercer avant sa réception à la maîtrise (10 nov. 1639). Reçoit lordre de fermer son atelier par arrêt du Conseil du 17 février 1667. Sépulture le 17 août 1674 à Paris, paroisse Saint-Benoît. Père de limprimeur-libraire Jacques Preuveray, né le 8 décembre 1626 et reçu maître le 30 septembre 1649";http://www.idref.fr/030994314/id;http://isni.org/isni/0000000121259642;isni:0000000121259642;http://data.bnf.fr/ark:/12148/cb12229909z#foaf:Person,http://isni.org/isni/0000000121259642,http://viaf.org/viaf/29586673;12229909
Provençal (Le);Jacques;;;;M;;;;;;;;;;;
Prussurot;Louis;;1616;;M;Sens;;devant Saint-Estienne;au nom de Jésus;;"À partir de 1661, travaille en association avec limprimeur troyen Nicolas II Oudot pour limpression des livres à lusage du diocèse de Sens,Sens : 1643-1675? - Au Nom de Jésus,Imprimeur-libraire ; (libraire et) imprimeur de monseigneur larchevêque de Sens. Arrêté pour avoir imprimé entre autres LÉvêque de cour en 1674, il est embastillé avec ses complices parisiens (notamment Pierre Esclassan), condamné à lamende honorable et à 9 ans de bannissement, et gracié en août 1675. Se dit âgé de 59 ans lors de son interrogatoire à la Bastille (7 mars 1675). Son fils (?) Claude-Auguste Prussurot lui succède en 1676 ou peu avant";http://www.idref.fr/032412258/id;http://isni.org/isni/0000000121273911;isni:0000000121273911;http://data.bnf.fr/ark:/12148/cb123446999#foaf:Person,http://isni.org/isni/0000000121273911,http://viaf.org/viaf/34531623;12344699
Pépingué;Edme;;1617-10-16;1655;M;Paris;;en la grande salle du Palais, du côté de la cour des Aydes.;;;"Lieu dactivité : Paris. Dates dactivité : 1643-1655. Adresse : En la grand-salle du Palais (, du côté de la cour des Aides (, proche la porte de la salle Dauphine) ; du côté de la salle Dauphine),Variante(s) de prénom : Edmundus. Libraire. Fils de limprimeur-libraire Théodore Pépingué. Épouse Marie Jacquin, fille du libraire Julien I Jacquin. Reçu libraire le 1er déc. 1643. Semble avoir succédé à sa mère en 1652. Veuve mentionnée dès 1655";http://www.idref.fr/074095617/id;http://isni.org/isni/0000000121284039;isni:0000000121284039;http://isni.org/isni/0000000121284039,http://data.bnf.fr/ark:/12148/cb144755907#foaf:Person,http://viaf.org/viaf/37142074;14475590
Pépingué;Etienne;Pepingué, Estienne,Pépingué, Stephanus;1625;1679;M;Paris;rue de la Harpe;au-dessus de Saint-Côme, entre les collèges de Narbonne et Bayeux;au Bras dHercule;;"Imprimeur-libraire ; imprimeur ordinaire de labbaye Saint-Germain-des-Prés (1656). - Fils de limprimeur-libraire parisien Théodore Pépingué et frère des libraires Edme et Nicolas Pépingué. Épouse Henriette Sara, vraisemblablement apparentée aux libraires parisiens Henri et Robert Sara. Reçu maître le 27 oct. 1650. Sétablit imprimeur dès 1650 daprès la déclaration de sa veuve lors de lenquête de nov.-déc. 1701. Figure aux procès-verbaux de visite des imprimeries parisiennes en juillet 1657 et oct. 1666 (BnF, ms. fr. 17566, fol. 17, et 17563, fol. 107-108), mais non plus en mars 1679. Décédé en 1679 ou peu avant (veuve attestée en sa succession),Paris : 1650-1679?. - Rue de la Harpe, au-dessus de Saint-Côme (, entre les collèges de Narbonne et Bayeux). - Enseigne(s) : Au Bras dHercule";http://www.idref.fr/104623683/id;http://isni.org/isni/0000000361026338;isni:0000000361026338;http://data.bnf.fr/ark:/12148/cb16557653t#foaf:Person,http://viaf.org/viaf/222132884,http://isni.org/isni/0000000361026338;
Pépingué;Veuve de Théodore;;;1660-06-05;F;Paris;rue de la Harpe;vis-à-vis la rue des Mathurins;;Etienne Maucroy sassocie en 1640 avec Théodore Pépingué pour une durée de 6 ans minimum. Limprimerie de Th. Pépingué est alors évalué à 1.000 livres (Archives nationales, MC/ET/CV/782).;"Nom de jeune fille : Marie LÉcuyer. Imprimeur-libraire,Travaille en association avec son gendre Étienne Maucroy,Paris : 1648-1652? ; Rue de la Harpe, vis-à-vis la rue des Mathurins";http://www.idref.fr/032566840/id;http://isni.org/isni/0000000001965841;isni:0000000001965841;http://data.bnf.fr/ark:/12148/cb12357217z#foaf:Person,http://isni.org/isni/0000000001965841,http://viaf.org/viaf/39454444;12357217
Pétrinal;Jean;;;1652;M;Paris;rue de la Bûcherie;;aux Marmousets;;"Paris : 1628-1652 ; Rue de la Bûcherie (, près le Petit Châtelet) - Aux Trois Marmousets,Imprimeur-libraire. Apprenti de Louis Sevestre à partir doct. 1603, il est reçu maître le 14 déc. 1628. En janv. 1650 libéré de la prison du Petit Châtelet où il a été incarcéré pour avoir imprimé des libelles défendus. Encore en activité en 1652";http://www.idref.fr/035060948/id;http://isni.org/isni/0000000360953009;isni:0000000360953009;http://isni.org/isni/0000000360953009,http://data.bnf.fr/ark:/12148/cb12574214z#foaf:Person,http://viaf.org/viaf/222117699;12574214
Quanisfrusten;;;;;M;;;;;;;;;;;
Quenet;Antoine;;;1690;M;Paris;rue des Carmes;;à limage Sainte-Barbe;;"Paris : 1649?-1690 ; Rue des Carmes ; Quai des Augustins - À l|Image Sainte Barbe,Libraire-relieur. Fils du libraire-relieur Robert Quenet, il commence à publier sous la Fronde, sans qualité de libraire. Recu maître en mars 1653. Opte pour la librairie lors de la création dune communauté des relieurs distincte de celle des imprimeurs et libraires (1686)";http://www.idref.fr/031007872/id;http://isni.org/isni/0000000001796347;isni:0000000001796347;http://isni.org/isni/0000000001796347,http://data.bnf.fr/ark:/12148/cb12230921v#foaf:Person,http://viaf.org/viaf/29586982;12230921
Quenet;Robert;;;;M;Paris;dans la place Dauphine;;;;Libraire et relieur. Paris : 19 septembre 1647 - 1653?. Adresse : place Dauphine (ou dAuffine);http://www.idref.fr/074111175/id;http://isni.org/isni/0000000003050776;isni:0000000003050776;http://viaf.org/viaf/22384708,http://isni.org/isni/0000000003050776;
Quinet;(veuve);;;;F;;;;;;;;;;;
Quinet;Toussaint;Quinet I, Toussaint,Quinet, Toussainct;;1652-05;M;Paris;;au Palais, en la Petite Galerie, dans la Petite Salle, sous la montée de la cour des Aides;;;"Adresse : Paris (1625-1652), Au Palais (, en la Petite Galerie ; dans la Petite Salle, sous la montée de la cour des Aides),Libraire. - En apprentissage à partir du 5 août 1617 chez le libraire Rolet Boutonné. Reçu maître le 4 sept. 1625. Gendre du libraire Pierre-Louis Febvrier. A traduit de litalien en français. Publie les traductions des œuvres de Machiavel. Spécialisé dans la vente des pièces de théâtre, éditeur attitré de Paul Scarron. Beau-père de Pierre I Mariette et de Guillaume de Luynes (mai 1652). Père de Toussaint II Quinet, reçu libraire le 19 oct. 1651. Inventaire après décès 14 mai 1652. Veuve attestée à partir de 1657";http://www.idref.fr/03379765X/id;http://isni.org/isni/0000000109176887;isni:0000000109176887;http://data.bnf.fr/ark:/12148/cb130104404#foaf:Person,http://isni.org/isni/0000000109176887,http://viaf.org/viaf/76448677;13010440
Remy;Pierre;;;;M;Paris;;à la Montaigne de Sainte-Geneviève;;;;;http://viaf.org/viaf/107069879;viaf:107069879;;
Ribot;(veuve de Claude);;;;F;Paris;;au marché aux Poirées, proche les Saints-Innocents;à la sereine (sic);;;;http://isni.org/isni/0000000077717481;isni:0000000077717481;;
Richard;Jean;;;;M;;;;;;;;;;;
Rive (de);Jean;;;;M;Paris;;au mont Saint-HIlaire;;;;;http://viaf.org/viaf/107061979;viaf:107061979;;
