Nom,Prénom,Lieu,Note,Enseigne,Informations,ISNI,Ids,Type,Ville,Rue,Indication,Enseigne_2,Coordonnées
Musnier,Veuve d'André,"au mont Saint-Hilaire , dans la cour d’Albret.",,,"[""Née Jeanne Pasquier. Succède à son mari en 1648. Arrêtée le 20 mai 1649 pour avoir imprimé des mazarinades, elle est condamnée à être bannie de Paris pour cinq ans et frappée d'une amende de 24 livres"", ""Paris, 1648-1649. Au mont Saint-Hilaire, en la cour d'Albret"", 'Imprimeur-libraire', 'Paris : 1651. Rue du Meurier, près Sainct Nicolas du Chardonnet']",isni:0000000011194155,http://isni.org/isni/0000000011194155,Imprimeur,Paris,rue du Meurier,près Sainct Nicolas du Chardonnet,,
Musnier,Jean,"au mont Saint-Hilaire, proche le Puits-Certain.",,,,isni:0000000459823861,http://isni.org/isni/0000000459823861,Imprimeur,Paris,,"au mont Saint-Hilaire, proche le Puits-Certain",,
Musnier,François,"au mont Saint-Hilaire, près le Puits-Certain.",,,"['Paris, 1612-1649. Adresse : au mont Saint-Hilaire, proche le Puits Certain', 'Libraire et relieur']",isni:0000000140388204,http://isni.org/isni/0000000140388204,Imprimeur,Paris,,"au mont Saint-Hilaire, près le Puits-Certain",,
"N. D., dit Gassion.",,,,,,viaf:120180197,http://viaf.org/viaf/120180197,Imprimeur,,,,,
Ninain,Laurens,"place Dauphine, proche la Pucelle.",,,,,,Imprimeur,Paris,,"place Dauphine, proche la Pucelle",,
Niot,J.,au mont Saint-Hilaire,,,,,,Imprimeur,Paris,,au mont Saint-Hilaire,,
Noël,François,rue Saint-Jacques,,Aux colonnes d’Hercule.,,isni:0000000506791357,http://isni.org/isni/0000000506791357,Imprimeur,Paris,rue Saint-Jacques,,aux colonnes d'Hercule,
Othot,Guillaume,à Rouen.,imprimeur du roi,,,,,Imprimeur,Rouen,,,,
Oudot,Jean,à Tours,imprimeur du roi,,,viaf:222464641,http://viaf.org/viaf/222464641,Imprimeur,Tours,,,,
Papillion,Jacques,"rue Saint-Jean de Beauvais, Paris",,à la Pomme de Pin,"['Libraire actif en 1652. Adresse : rue Saint Jean de Beauvais, à la Pomme de Pin.']",viaf:111151836539820400449,http://viaf.org/viaf/111151836539820400449,Imprimeur,Paris,rue Saint-Jean de Beauvais,,à la Pomme de Pin,
Paris,Maria,,"imprimeur du roi et de monseigneur le révérend évêque d’Orléans, et de la nation germanique, près S. Liphard",,,FRBNF17146624,FRBNF17146624,Imprimeur,,,,,
Paslé,Jean,"au Palais, à l’entrée de la salle Dauphine",,A la pomme d’or couronnée.|A la pomme d’or couronnée.,"['Libraire', ""Paris, 1638?-1658?. Adresses: rue Saint-Jacques, à la Pomme d'or, vis-à-vis saint-Séverin; au Palais, à l'entrée de la salle Dauphine, à la Pomme d'or couronnée""]",isni:0000000076651249,http://isni.org/isni/0000000076651249,Imprimeur,Paris,rue Saint-Jacques,"au Palais, à l’entrée de la salle Dauphine",à la Pomme d'or,
Pelé,Denis,rue de la Vieille-Bouclerie,,Au gros tournois.,"['Imprimeur-libraire. Reçu maître en fév. 1650. Encore en activité en mars 1679', 'Paris : 1650-1680? ; Rue de la Vieille-Bouclerie (, proche le carrefour de la rue de la Harpe) - Au Gros Tournois - À la Ville de Poitiers']",isni:0000000000278564,http://isni.org/isni/0000000000278564,Imprimeur,Paris,rue de la Vieille-Bouclerie,proche le carrefour de la rue de la Harpe,,
Pépingué,Edme,"en la grande salle du Palais, du côté de la cour des Aydes.",,,"[""Lieu d'activité : Paris. Dates d'activité : 1643-1655. Adresse : En la grand-salle du Palais (, du côté de la cour des Aides (, proche la porte de la salle Dauphine) ; du côté de la salle Dauphine)"",""Variante(s) de prénom : Edmundus. Libraire. Fils de l'imprimeur-libraire Théodore Pépingué. Épouse Marie Jacquin, fille du libraire Julien I Jacquin. Reçu libraire le 1er déc. 1643. Semble avoir succédé à sa mère en 1652. Veuve mentionnée dès 1655""]",isni:0000000121284039,http://isni.org/isni/0000000121284039,Imprimeur,Paris,,"en la grande salle du Palais, du côté de la cour des Aydes.",,
Pépingué,Veuve de Théodore,"rue de la Harpe, vis-à-vis des Mathurins.",,,"[""Nom de jeune fille : Marie L'Écuyer. Imprimeur-libraire"", 'Travaille en association avec son gendre Étienne Maucroy', 'Paris : 1648-1652? ; Rue de la Harpe, vis-à-vis la rue des Mathurins']",isni:0000000001965841,http://isni.org/isni/0000000001965841,Imprimeur,Paris,rue de la Harpe,vis-à-vis la rue des Mathurins,,
Pépingué,Etienne,,,,"[""Imprimeur-libraire ; imprimeur ordinaire de l'abbaye Saint-Germain-des-Prés (1656). - Fils de l'imprimeur-libraire parisien Théodore Pépingué et frère des libraires Edme et Nicolas Pépingué. Épouse Henriette Sara, vraisemblablement apparentée aux libraires parisiens Henri et Robert Sara. Reçu maître le 27 oct. 1650. S'établit imprimeur dès 1650 d'après la déclaration de sa veuve lors de l'enquête de nov.-déc. 1701. Figure aux procès-verbaux de visite des imprimeries parisiennes en juillet 1657 et oct. 1666 (BnF, ms. fr. 17566, fol. 17, et 17563, fol. 107-108), mais non plus en mars 1679. Décédé en 1679 ou peu avant (veuve attestée en sa succession)"", ""Paris : 1650-1679?. - Rue de la Harpe, au-dessus de Saint-Côme (, entre les collèges de Narbonne et Bayeux). - Enseigne(s) : Au Bras d'Hercule""]",isni:0000000361026338,http://isni.org/isni/0000000361026338,Imprimeur,Paris,rue de la Harpe,"au-dessus de Saint-Côme, entre les collèges de Narbonne et Bayeux",au Bras d'Hercule,
Perier,Antoine,rue des Noyers.,,,,viaf:107611531,http://viaf.org/viaf/107611531,Imprimeur,Paris,rue des Noyers,,,
Personne,,à la rue Partout,,à l'enseigne de la Vérité toute nue en hyver.,,,,Imprimeur,Paris,à la rue Partout,,à l'enseigne de la Vérité toute nue en hyver,
Le Petit,Pierre,rue Saint-Jacques,,A la toison d’or et A la croix d’or.|A la toison d’or et A la croix d’or.,"['Devise(s) : In hoc signo vinces', 'Imprimeur-libraire ; imprimeur-libraire de l'Académie française (1643) ; imprimeur-libraire ordinaire du Roi (1647). Dévoué à Port-Royal et au parti janséniste, il est poursuivi en 1658-1660 pour avoir publié des libelles ""impies et séditieux contre l'honneur de Dieu, le service du Roi et le repos de l'État"". Souvent victime de contrefaçons provinciales, il intente de nombreux procès. Ayant perdu un grand nombre de ses ouvrages entreposés au collège de Montaigu lors d'un incendie (21 mars 1675), il obtient la continuation de tous ses privilèges pour 50 ans (arrêt du Conseil du 3 août 1675). Dit âgé de 69 ans lors de son décès (sept. 1686)', ""Paris : 1642-1686 ; 1687-1693? ; Rue Saint-Jacques - À la Toison d'or - À la Croix d'or"", 'Ses successeurs, notamment Jean II Villette pour la librairie, ont publié sous son nom jusque vers 1693', ""Travaille en association avec la veuve de Jean Camusat, dont il a épousé la fille, jusqu'en 1651""]",isni:0000000122796968,http://isni.org/isni/0000000122796968,Imprimeur,Paris,rue Saint-Jacques,,à la toison d'or et à la croix d'or,
Du Petit Val,David,à Rouen.,imprimeur du roi,,"['Rouen : 1610-1658 ; Près le Palais ; (Rue aux Juifs,) Devant la grand-porte (du Palais ; et au haut des degrés du Palais)', 'A travaillé en association avec ses deux beaux-frères Jacques I Besongne et Jean I Berthelin, puis avec Jean III Viret, autre imprimeur du Roi à partir de 1637', ""Imprimeur-libraire ; imprimeur et libraire ordinaire du Roi. Fils de Raphae͏̈l Du Petit Val, dont il obtient la survivance comme imprimeur ordinaire du Roi par lettres de provision dès le 25 juin 1609. Reçu maître en 1610. Jusqu'en 1626, publie aussi parfois sous le nom de son père. Poète, chaque année primé au concours des Palinods de Rouen de 1624 à 1633"", 'Devise(s) : Deo duce']",isni:0000000362042460,http://isni.org/isni/0000000362042460,Imprimeur,Rouen,rue aux Juifs,devant la grand-porte du Palais et au haut des degrés du Palais,,
Pétrinal,Jean,rue de la Bûcherie|rue de la Bûcherie,,Aux Marmousets.,"['Paris : 1628-1652 ; Rue de la Bûcherie (, près le Petit Châtelet) - Aux Trois Marmousets', ""Imprimeur-libraire. Apprenti de Louis Sevestre à partir d'oct. 1603, il est reçu maître le 14 déc. 1628. En janv. 1650 libéré de la prison du Petit Châtelet où il a été incarcéré pour avoir imprimé des libelles défendus. Encore en activité en 1652""]",isni:0000000360953009,http://isni.org/isni/0000000360953009,Imprimeur,Paris,rue de la Bûcherie,,aux Marmousets,
Pillon,Nicolas,proche la fontaine Saint-Benoît.,,,,,,Imprimeur,Paris,,proche la fontaine Saint-Benoît,,
Poirier,Jean,au mont Saint-Hilaire.,,,,,,Imprimeur,Paris,,au mont Saint-Hilaire,,
"Polletier, Poulletier, Le Poultier",Noël,au mont Saint-Hilaire.,,,,isni:0000000079149967,http://isni.org/isni/0000000079149967,Imprimeur,Paris,,au mont Saint-Hilaire,,
Le Porteur,Simon,au mont Saint-Hilaire.,,,['Libraire. - Paris : 1652. - Adresse : au Mont Saint-Hilaire'],isni:0000000077171175,http://isni.org/isni/0000000077171175,Imprimeur,Paris,,au mont Saint-Hilaire,,
Porteur (Le),François,,,,,isni:0000000077171685,http://isni.org/isni/0000000077171685,Imprimeur,,,,,
Postel,Louis,au mont Saint-Hilaire.,,,,,,Imprimeur,Paris,,au mont Saint-Hilaire,,
Potet,Jean,à la montagne Sainte-Geneviève,,Aux trois étoiles.,,,,Imprimeur,Paris,,à la montagne Sainte-Geneviève,aux trois étoiles,
Pousset,Louis,"rue d’Écosse, près Saint-Hilaire.",,,"[""Paris : 1644-1652? ; Rue d'Écosse, près Saint-Hilaire (ou : Au Mont Saint-Hilaire)"", ""Fils aîné d'Adam Pousset ; reçu maître le 30 juin 1644""]",isni:0000000000174394,http://isni.org/isni/0000000000174394,Imprimeur,Paris,rue d'Écosse,près Saint-Hilaire,,
Pousset,Francois,"rue des Amandiers, devant le collège des Grassins.",,,"['Fils du libraire-relieur Adam Pousset', 'Paris : 1647-1652? ; Rue des Amandiers, devant le collège des Grassins ; Au Mont Saint-Hilaire']",isni:0000000000278724,http://isni.org/isni/0000000000278724,Imprimeur,Paris,rue des Amandiers,devant le collège des Grassins,,
Preuveray,François,"grande rue de la Brettonerie , proche la porte Saint-Jacques ; plus tard, rue Saint-Jacques",,Au croissant d’argent.|Au croissant d’argent.,"[""Adresse : Paris : 1639?-1667?. - Grande Rue de la Bretonnerie, près (ou : proche) la porte Saint-Jacques [1643-1649]. - Rue Saint-Jacques, proche la Porte [1649-1667]. - Enseigne(s) : Au Croissant d'argent [1649-1667]"", ""Imprimeur-libraire ; imprimeur ordinaire de monseigneur le prince de Condé (1651-1652). - Entré en apprentissage avant 1607, il commence à exercer avant sa réception à la maîtrise (10 nov. 1639). Reçoit l'ordre de fermer son atelier par arrêt du Conseil du 17 février 1667. Sépulture le 17 août 1674 à Paris, paroisse Saint-Benoît. Père de l'imprimeur-libraire Jacques Preuveray, né le 8 décembre 1626 et reçu maître le 30 septembre 1649""]",isni:0000000121259642,http://isni.org/isni/0000000121259642,Imprimeur,Paris,grande rue de la Brettonerie,proche la porte Saint-Jacques,au croissant d'argent,
Provençal (Le),Jacques,,,,,,,Imprimeur,,,,,
Prussurot,Louis,"devant Saint-Estienne, Au nom de Jésus, à Sens.",,Au nom de Jésus,"[""À partir de 1661, travaille en association avec l'imprimeur troyen Nicolas II Oudot pour l'impression des livres à l'usage du diocèse de Sens"", 'Sens : 1643-1675? - Au Nom de Jésus', 'Imprimeur-libraire ; (libraire et) imprimeur de monseigneur l'archevêque [de Sens]. Arrêté pour avoir imprimé entre autres ""L'Évêque de cour"" en 1674, il est embastillé avec ses complices parisiens (notamment Pierre Esclassan), condamné à l'amende honorable et à 9 ans de bannissement, et gracié en août 1675. Se dit âgé de 59 ans lors de son interrogatoire à la Bastille (7 mars 1675). Son fils (?) Claude-Auguste Prussurot lui succède en 1676 ou peu avant']",isni:0000000121273911,http://isni.org/isni/0000000121273911,Imprimeur,Sens,,devant Saint-Estienne,au nom de Jésus,
Quanisfrusten,,rue des Poules,,,,,,Imprimeur,Paris,rue des Poules,,,
Quenet,Antoine,rue des Carmes,,A l’image Sainte-Barbe.|A l’image Sainte-Barbe.,"[""Paris : 1649?-1690 ; Rue des Carmes ; Quai des Augustins - À l'|Image Sainte Barbe"", ""Libraire-relieur. Fils du libraire-relieur Robert Quenet, il commence à publier sous la Fronde, sans qualité de libraire. Recu maître en mars 1653. Opte pour la librairie lors de la création d'une communauté des relieurs distincte de celle des imprimeurs et libraires (1686)""]",isni:0000000001796347,http://isni.org/isni/0000000001796347,Imprimeur,Paris,rue des Carmes,,à l'image Sainte-Barbe,
Quenet,Robert,dans la place Dauphine,,,"['Libraire et relieur. Paris : 19 septembre 1647 - 1653?. Adresse : place Dauphine (ou ""d'Auffine"")']",isni:0000000003050776,http://isni.org/isni/0000000003050776,Imprimeur,Paris,dans la place Dauphine,,,
Quinet,Toussaint,,,,"['Adresse : Paris (1625-1652), Au Palais (, en la Petite Galerie ; dans la Petite Salle, sous la montée de la cour des Aides)',""Libraire. - En apprentissage à partir du 5 août 1617 chez le libraire Rolet Boutonné. Reçu maître le 4 sept. 1625. Gendre du libraire Pierre-Louis Febvrier. A traduit de l'italien en français. Publie les traductions des œuvres de Machiavel. Spécialisé dans la vente des pièces de théâtre, éditeur attitré de Paul Scarron. Beau-père de Pierre I Mariette et de Guillaume de Luynes (mai 1652). Père de Toussaint II Quinet, reçu libraire le 19 oct. 1651. Inventaire après décès 14 mai 1652. Veuve attestée à partir de 1657""]",isni:0000000109176887,http://isni.org/isni/0000000109176887,Imprimeur,Paris,,"au Palais, en la Petite Galerie, dans la Petite Salle, sous la montée de la cour des Aides",,
Quinet,(veuve),,,,,,,Imprimeur,,,,,
Remy,Pierre,à la Montaigne de Sainte-Geneviève,,,,viaf:107069879,http://viaf.org/viaf/107069879,Imprimeur,Paris,,à la Montaigne de Sainte-Geneviève,,
Rémy,Veuve de Jean,"rue Saint-Jacques, près le collège Du Plessis.",,A l’image Saint-Remy|A l’image Saint-Remy,"[""Imprimeur-libraire. Nom patronymique : Jacqueline Fouquet. - Épouse l'imprimeur-libraire parisien Jean I Rémy en janv. 1600 à Paris. Veuve en janv. 1643, elle lui succède. Encore en activité en 1649"", ""Lieu d'activité : Paris. Dates d'activité : 1643-1649. Adresse : Rue Saint-Jacques, près le collège du Plessis. Enseigne : À l'Image Saint Rémy"", ""Fils de Jean I Rémy. Reçu en oct. 1639 (mais il exerce avant). Gendre et successeur de l'imprimeur-libraire Adrien Taupinart. Il exerce rue Saint-Jacques, près le collège du Plessis (et de Marmoutiers ou au Palais), à l'Image Saint Rémy""]",isni:0000000002569584,http://isni.org/isni/0000000002569584,Imprimeur,Paris,rue Saint-Jacques,près le collège Du Plessis,à l'image Saint-Remy,
Ribot,(veuve de Claude),"au marché aux Poirées, proche les Saints-Innocents.",,A la sereine (sic),,isni:0000000077717481,http://isni.org/isni/0000000077717481,Imprimeur,Paris,,"au marché aux Poirées, proche les Saints-Innocents",à la sereine (sic),
Le Bossu,Ricard,proche le Puits-Certain.,,,"['Imprimeur-libraire','Paris, 17e s., proche du Puits-certain.']",viaf:107062020,http://viaf.org/viaf/107062020,Imprimeur,Paris,,proche le Puits-Certain,,
Richard,Jean,"au haut de la rue des Carmes, proche Saint-Hilaire.",,,,,,Imprimeur,Paris,,"au haut de la rue des Carmes, proche Saint-Hilaire",,
Rive (de),Jean,au mont Saint-Hilaire.,,,,viaf:107061979,http://viaf.org/viaf/107061979,Imprimeur,Paris,,au mont Saint-HIlaire,,
Rocolet,Pierre,au Palais,,,"['Imprimeur-libraire ; imprimeur ordinaire du Roi (1635) et de la (Maison de) ville (1625). Établi en 1610 ou peu avant. Protégé du chancelier Pierre Séguier. Syndic de la communauté, capitaine de son quartier et lieutenant-colonel au régiment de Champlâtreux durant la Fronde ; se distingue par sa fidélité au Roi ; récompensé en oct. 1651 par l'obtention d'une médaille royale. Damien Foucault (fils d'un libraire d'Orléans), mari de sa petite-fille Anne Bonj(e)an, succède en juin 1663 à sa veuve, publiant parfois encore sous la raison : ""En la boutique de Pierre Rocolet"" ; sa veuve fera de même jusque vers 1681', ""Paris : 1610?-1662 ; 1662-1681? ; Au Palais (, dans la Grande salle, joignant la chambre des Consultations ; en la galerie des Prisonniers ; à l'entrée de la galerie des Prisonniers) ; Rue de la Vieille-Draperie - Aux Armes (du Roi et) de la Ville"", 'Devise(s) : Invenit viam aut fecit']",isni:0000000008903969,http://isni.org/isni/0000000008903969,Imprimeur,Paris,rue de la Vieille-Draperie,au Palais,aux Armes (du Roi et) de la Ville,
Roize,,,,,,,,Imprimeur,,,,,
La Haye,Rolin de,"rue d’Écosse, près du Puits Certain",,,"['Devise(s) : Si in viridi, quid in arido ?', 'Par sentence du 27 fév. 1671, il lui est défendu de servir de prête-nom à des compagnons tenant boutique', ""Paris : 1634-1668? ; Rue d'Écosse, (au Mont Saint-Hilaire,) près le Puits Certain""]",isni:0000000110423283,http://isni.org/isni/0000000110423283,Imprimeur,Paris,rue d'Écosse,près du Puits Certain,,
Rosch,Jean,à Bruxelles.,,,,,,Imprimeur,Bruxelles,,,,
Rosne (de),François,à Angoulesme.,imprimeur du roi,,,,,Imprimeur,Angoulême,,,,
Ruffin,Henri,"rue de la Calandre, proche le Palais.",,,,viaf:107054351,http://viaf.org/viaf/107054351,Imprimeur,Paris,rue de la Calandre,proche le Palais,,
Sansonius,Jean,à Amsterdam,,,,,,Imprimeur,Amsterdam,,,,
Sara,Robert,rue de la Harpe,,Au bras d’Hercule.|Au bras d’Hercule.,"[""Paris : 1629-1650 ; Rue de la Harpe - Au Bras d'Hercule"", ""Imprimeur-libraire. Fils d'un laboureur de la région parisienne. En apprentissage chez l'imprimeur-libraire Pierre I Chevalier à partir de sept. 1604. Se marie en 1611. Reçu maître le 26 avril 1629. Auteur de plusieurs préfaces et avis liminaires d'éditions. Encore en activité en fév. 1650 ; veuve attestée en 1651""]",isni:0000000003330006,http://isni.org/isni/0000000003330006,Imprimeur,Paris,rue de la Harpe,,au bras d'Hercule,
Sara,Henri,"au mont Saint-Hilaire, près le Puits-Certain.",,,"[""Paris : 1621-1652? ; Rue Saint-Jean-de-Latran ; Au Mont Saint-Hilaire, près le Puits Certain - À l'enseigne d'Alde"", 'Imprimeur (et libraire ordinaire) de Monsieur. Entré en apprentissage de relieur en 1614. Décédé entre 1652 et 1657']",isni:000000000076698X,http://isni.org/isni/000000000076698X,Imprimeur,Paris,rue Saint-Jean de Latran,"au mont Saint-Hilaire, près le Puits-Certain",,
Saradin,François,sur le pont au Change.,,,,,,Imprimeur,Paris,,sur le pont au Change,,
Sassier,Guillaume,"rue des Cordiers, proche la Sorbonne","imprimeur du maréchal de L’Hôpital, le 16 mars 1650.|imprimeur du maréchal de L’Hôpital, le 16 mars 1650.",Aux deux tourterelles,"['Devise(s) : Tu tibi sume parem', 'Également auteur de divers panégyriques. Sépult. 9 juillet 1685', 'Dès juin 1641, dirige l'imprimerie de Jean Laquehay. Reçu maître le 24 nov. 1643. Ses confrères lui contestent ses titres d'imprimeur du Roi devant le parlement de Paris en oct. 1648 et devant le Conseil d'État en 1661. Arrêté et emprisonné le 17 oct. 1651 pour avoir imprimé le ""Contrat de mariage du cardinal Mazarin avec la Reine"". Suspendu comme imprimeur, ainsi que 12 autres, par arrêt du Conseil du 17 févr. 1667, il présente une requête au Conseil d'État, obtient sans doute la levée de cette mesure et continue à imprimer jusqu'à sa mort', ""Imprimeur-libraire ; imprimeur et libraire ordinaire du Roi (1647) ; imprimeur de M. le maréchal de L'Hospital, gouverneur de Paris (1650) ; imprimeur de monsieur le duc d'Aumale, archevêque et duc de Reims"", ""Paris : 1643-1685 ; (Rue des Cordiers,) Proche (la) Sorbonne ; Rue Saint-Jacques, devant l'église des RR. PP. Jésuites (ou : devant les Jésuites) - Aux Deux Tourterelles""]",isni:0000000367213580,http://isni.org/isni/0000000367213580,Imprimeur,Paris,rue des Cordiers,proche la Sorbonne,aux deux tourterelles,
Savinien,Hilaire,au mont Saint-Hilaire.,,,,,,Imprimeur,Paris,,au mont Saint-Hilaire,,
Savreux,Charles,rue Neuve Notre-Dame,,Aux trois Vertus.,"[""Paris : 1642-1669 ; Sur la terre de Cambrai, vis-à-vis le collège des Trois-Évêques ; Rue (Neuve-) Notre-Dame (, proche l'église Sainte-Geneviève-des-Ardents) ; Au pied (ou : Sous) la (grosse) tour (de) Notre-Dame (, du côté de l'archevêché) ; Au parvis Notre-Dame - À l'enseigne des Trois Vertus"", 'Devise(s) : Hoc fac et vives. Ardet amans spe nixa fides', 'Libraire ; libraire et relieur ordinaire du chapitre de léglise de Paris ; imprimeur ordinaire de l'archevêché. En oct. 1626 entre en apprentissage pour 5 ans chez François Piot. Ouvre boutique en juillet 1641 avant d'être reçu et doit fermer. Reçu maître le 20 mars 1642. En fév. 1656 embastillé 15 jours pour avoir imprimé la 1re \\""Provinciale\\"" de Pascal. En 1673-1674 son fonds sera racheté par Guillaume I Desprez qui publiera aussi quelques années sous la raison :\\""En la boutique de Charles Savreux']",isni:0000000110445191,http://isni.org/isni/0000000110445191,Imprimeur,Paris,rue Neuve Notre-Dame,,aux trois Vertus,
Sercy,Charles de,"au Palais, en la galerie Dauphine",,A la bonne foi couronnée.,"[""Paris : 1649-1700? ; Sur le pont Notre-Dame ; Rue de la Vieille-Draperie ; Au Palais (, dans la salle Dauphine ; au sixième pilier de la grande salle, vis-à-vis (de l'escalier ; de la montée) de la cour des Aides) ; Rue de la Pelleterie - À la Bonne Foi (couronnée)"", 'Libraire. Originaire de Soissons. Frère puîné de Nicolas de Sercy. En avril 1637 entre en apprentissage chez Nicolas Delaulne qu'il quitte en nov. 1639 pour entrer chez Jacques I Villery, dont il a peut-être déjà épousé la fille. Après son temps d'apprentissage et de compagnonnage, est libraire étalant sur le Pont-Neuf, qu'il s'engage à quitter lors de sa réception en sept. 1649. En mai 1694 prend pour apprenti son neveu Claude II Prudhomme qui lui succédera. Également auteur de préfaces et de l'""Abrégé méthodique de la géographie"", 1698 et de ""L'Amant de bonne foi"", 1672. Mort après le 29 mai 1700 ; n'est plus attesté lors de l'enquête de nov.-déc. 1701', 'Devise(s) : Fidem Fortuna coronat']",isni:000000012121564X,http://isni.org/isni/000000012121564X,Imprimeur,Paris,rue de la Vieille-Draperie,"au Palais, en la galerie Dauphine",à la bonne foi couronnée,
Sevestre,Louis,"rue du Mûrier, près Saint-Nicolas du Chardonnet",,,"['2e fils de Louis II Sevestre; né après 1605. Décédé entre 1690 et déc. 1692 (veuve attestée)', 'Paris : 1634-1690 ; Rue du Mûrier, près Saint-Nicolas-du-Chardonnet']",isni:000000038598758X,http://isni.org/isni/000000038598758X,Imprimeur,Paris,rue des Cordiers,près Saint-Nicolas du Chardonnet,,
Sevestre,Pierre,"au mont Saint-Hilaire, dans la cour d’Albret.",,,"['Devise(s) : Religio christiana', ""Paris : 1643-1650? ; Au Mont Saint-Hilaire, dans la cour d'Albret ; Rue des Cordiers"", '3e fils de Louis II Sevestre. Né après sept. 1605. Reçu maître le 15 déc. 1643. Encore attesté en activité, rue des Cordiers, en janv. ou fév. 1650']",isni:000000010899305X,http://isni.org/isni/000000010899305X,Imprimeur,Paris,rue des Cordiers,"au mont Saint-Hilaire, dans la cour d’Albret.",,
Société Typographique du pays grec et latin,,au Mont-Parnasse.,,,,,,Imprimeur,Paris,,au Mont-Parnasse,,
Sol (du),Louis,au Palais,,,,viaf:225101049,http://viaf.org/viaf/225101049,Imprimeur,Paris,,au Palais,,
Staël,Michel,à la Haye,,,,,,Imprimeur,La Haye,,,,
Targa,Veuve de François,rue Saint-Victor,,Au soleil d'or,"[""Lieu d'activité : Paris. Dates d'activité : 1642-1650. Adresse : Rue Saint-Victor. Enseigne : Au Soleil d'or"",""Nom patronymique : Madeleine Julliot. - Imprimeur (ordinaire) de monseigneur l'archevêque de Paris. - Fille de l'imprimeur-libraire parisien François Julliot. Succède à son mari François I Targa ; attestée en activité dès juillet 1642. Établie à la même adresse que son beau-frère Pierre I Targa et probablement en association avec lui. Encore en activité en 1650"", 'Devise(s) : Ter[r]eat hostes ut attonito formidine']",isni:0000000061037983,http://isni.org/isni/0000000061037983,Imprimeur,Paris,rue Saint-Victor,,au soleil d'or,
Targa,Pierre,rue Saint-Victor,,Au soleil d'or,"['Devise(s) : Post nubila Phoebus. Ut attonito formidine te[r]reat hostes', ""Imprimeur ordinaire de monseigneur l'archevêque de Paris (1636-1661). Recu apprenti de son frère aîné Francois Targa en mars 1623. Recu maître en mars 1634, il a publié dès 1632. Décédé peu après mai 1662 (date de quittance de son apprenti Simon Langronne)"", ""Paris : 1632-1662? ; Rue Saint-Victor - Au Soleil d'or""]",isni:000000000183047X,http://isni.org/isni/000000000183047X,Imprimeur,Paris,rue Saint-Victor,,au soleil d'or,
Thibault,J.,à Dijon,,,,,,Imprimeur,Dijon,,,,
Thibaut des halles,,,,,,,,Imprimeur,,,,,
Toussaint,Laurent,,,,"[""Lieu d'activité : Paris. Dates d'activité : 1652"",""Publie des mazarinades en 1652. Peut-être s'agit-il d'un pseudonyme""]",viaf:120750791,http://viaf.org/viaf/120750791,Imprimeur,Paris,,,,
Thoreau,Julien,à Poitiers,,,"[""À partir de 1647, travaille en association avec son gendre Jean Fleuriau; en janv. 1652, résigne en faveur de ce dernier sa charge d'imprimeur du Roi. Jean Fleuriau semble avoir encore publié sous le nom de J. Thoreau jusque vers 1663"", ""Imprimeur-libraire; libraire et imprimeur de l'université; imprimeur du Roi (1612-1652). Originaire de Saint-Hilaire-le-Lierru, près de Mamers (Sarthe). Succède à Jean I Blanchet dont il épouse la veuve en avril 1608"", 'Poitiers : 1608-1656; 1661-1663']",isni:0000000000548480,http://isni.org/isni/0000000000548480,Imprimeur,Poitiers,,,,
Vaillant,Nicolas,"rue des Carmes, au mont Saint-Hilaire.",,,,viaf:107054346,http://viaf.org/viaf/107054346,Imprimeur,Paris,rue des Carmes,au mont Saint-Hilaire,,
Valentin,Claude,rue Saint-Séverin,,à l’enseigne du Signe de la Croix.,,,,Imprimeur,Paris,rue Saint-Séverin,,à l'enseigne du Signe de la Croix,
Vallée,P.,au bas de la montagne Sainte-Geneviève,,A la croix d’or.,,,,Imprimeur,Paris,,au bas de la montagne Sainte-Geneviève,à la croix d'or,
Variquet,Pierre,"rue Saint-Jean de Latran, près le collège royal ; plus tard rue Saint-Jacques, près Saint-Benoît.",,à l’enseigne du Gril|à l’enseigne du Gril,"['Devise(s) : Si in virido, quid in arido', ""mprimeur-libraire. - Entre en apprentissage en oct. 1619 pour 6 ans chez l'imprimeur-libraire parisien Jean Libert. Aurait racheté l'imprimerie de J. Libert dès 1643. Reçu maître le 28 mars 1645. Décédé le 29 avril 1686. La veuve de Jacques de Laize de Bresche rachète son imprimerie le 12 juillet 1686 et la revend en mai 1687 à Guillaume I Desprez"", ""Paris : 1645-1686 ; Rue Saint-Jean-de-Latran, devant (ou : près) le Collège royal ; Rue Saint-Jacques (, près Saint-Benoît) - À l'enseigne du Gril""]",isni:0000000114066324,http://isni.org/isni/0000000114066324,Imprimeur,Paris,rue Saint-Jean de Latran,près le collège royal,à l’enseigne du Gril,
Vereul,Étienne,à Rouen.,,,"[""Lieu d'activité : Rouen. Dates d'activité : 1605-1655. Adresse : Rue aux Juifs (, près le Palais). Adresse : Dans la cour du Palais (, près la grande porte)"",'Variante(s) de prénom : Stephanus. Reçu maître en 1605. Encore attesté en activité par la communauté des libraires et imprimeurs de Rouen en juillet 1655', 'Devise(s) : Superanda omnis Fortuna ferendo']",isni:0000000000981292,http://isni.org/isni/0000000000981292,Imprimeur,Rouen,rue aux Juifs,"dans la cour du Palais, près la grande porte",,
